% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate
"55,2","16,98","3373,44","600,128","397,881","996,264","172,967","250,027","248,236","250,488","295,096","306,4","250,939","247,95","478,742","424,178","446,074","458,695","496,662","493,662","484,03","66,75","1,36"
"55,2","16,98","3379,49","591,278","398,584","996,417","173,002","249,609","251,301","250,609","295,096","306,4","251,104","249,763","464,153","352,641","464,037","430,801","493,086","497,554","496,468","66,75","1,36"
"55,2","16,98","3417,38","588,562","401,411","99,657","173,036","249,642","249,796","252,806","295,096","306,4","250,291","248,807","448,337","444,549","464,199","429,397","474,439","478,962","482,152","66,75","1,36"
"55,2","16,98","3568,36","592,041","402,173","996,723","173,071","250,247","245,072","250,807","295,096","306,4","250,697","254,092","438,278","431,717","458,215","424,259","467,307","448,974","447,888","66,75","1,36"
"55,2","16,98","3699,22","592,377","400,884","996,876","173,105","249,84","246,478","248,489","295,096","306,4","250,554","247,709","463,427","424,61","470,22","432,479","450,401","444,354","423,776","66,75","1,36"
"55,2","16,98","3595,51","597,961","402,671","997,007","17,314","250,049","245,413","248,049","295,096","306,4","251,642","253,07","454,193","456,236","455,65","433,883","436,522","427,797","413,572","66,75","1,36"
"55,2","16,98","3443,36","583,038","399,683","996,725","173,174","250,005","245,083","247,764","295,096","306,4","248,511","248,071","467,481","515,289","470,22","441,052","421,488","438,082","410,34","66,75","1,36"
"55,2","16,98","3354,1","586,395","401,25","996,442","173,209","249,137","246,698","250,247","295,096","306,4","248,643","252,026","448,938","513,024","454,867","473,668","426,083","465,326","440,746","66,75","1,36"
"55,2","16,98","3339,65","595,001","404,238","996,159","173,243","248,544","245,819","249,851","295,096","306,4","251,016","247,906","450,089","519,108","454,922","517,808","465,247","539,088","480,332","66,75","1,36"
"55,2","16,98","3334,77","593,14","397,646","995,876","173,278","249,148","249,28","250,247","295,096","306,4","248,489","248,928","471,185","479,666","446,237","568,031","495,29","555,58","475,288","66,75","1,36"
"55,2","16,98","3473,05","591,614","399,287","995,593","173,312","248,73","255,168","249,84","295,096","306,4","248,181","248,577","455,569","429,079","446,453","592,913","531,2","555,468","470,783","66,75","1,36"
"55,2","16,98","3538,09","605,988","399,038","99,531","173,347","248,785","248,027","250,159","295,096","306,4","250,181","249,752","439,053","414,309","440,163","621,148","569,255","554,964","507,122","66,75","1,36"
"55,2","16,98","3458,59","593,109","404,531","995,027","173,381","249,829","247,687","252,202","295,096","306,4","248,752","248,654","441,03","399,539","427,968","612,165","605,281","586,94","552,859","66,75","1,36"
"55,2","16,98","3465,43","601,532","397,734","994,744","173,416","249,851","256,97","251,323","295,096","306,4","253,103","255,256","434,299","460,464","430,398","559,123","583,004","609,452","608,784","66,75","1,36"
"55,2","16,98","3542,77","596,252","395,801","994,462","17,345","250,269","254,366","250,411","295,096","306,4","248,467","249,752","451,415","513,815","437,58","516,956","566,667","630,378","613,486","66,75","1,36"
"55,2","16,98","3400,39","595,459","401,367","994,179","173,484","250,247","244,468","248,895","295,096","306,4","247,533","248,291","460,649","515,034","437,822","513,418","553,979","582,46","618,188","66,75","1,36"
"55,2","16,98","3396,09","602,631","401,631","993,896","173,519","249,851","243,094","247,972","295,096","306,4","246,16","248,28","463,652","506,678","443,293","530,469","541,172","569,244","597,971","66,75","1,36"
"55,2","16,98","3353,71","606,689","406,641","993,613","173,553","250,269","248,73","250,269","295,096","306,4","255,762","248,071","448,438","491,07","459,7","523,05","536,46","520,29","532,45","66,75","1,36"
"55,2","16,98","3325,15","605,927","406,523","99,333","173,588","250,258","248,643","250,28","295,096","306,4","255,806","248,258","449,238","492,033","460,023","524,281","536,928","520,374","530,905","66,75","1,36"
"55,2","16,98","3375,29","591,705","403,931","993,047","173,622","250,016","247,236","250,488","295,096","306,4","256,322","251,631","464,378","508,376","466,305","549,183","547,032","522,866","501,577","66,75","1,36"
"55,2","16,98","3459,67","596,863","397,339","992,764","173,657","249,39","252,202","250,499","295,096","306,4","250,104","248,324","465,93","470,768","469,032","578,784","571,437","540,04","502,652","66,75","1,36"
"55,2","16,98","3548,93","595,856","404,355","992,482","173,691","249,412","251,598","250,73","295,096","306,4","247,061","249,203","524,337","461,252","473,539","591,117","597,407","545,612","514,537","66,75","1,36"
"55,2","16,98","3586,62","598,846","405,117","992,199","173,726","249,851","255,718","251,136","295,096","306,4","249,335","253,762","560,247","455,166","502,292","582,522","592,859","601,64","544,664","66,75","1,36"
"55,2","16,98","3567,09","600,708","398,643","991,916","17,376","250,28","250,51","250,906","295,096","306,4","260,299","249,423","582,443","474,589","533,107","523,105","574,164","615,781","611,016","66,75","1,36"
"55,2","16,98","3654,79","603,027","402,847","991,633","173,795","250,477","246,841","250,389","295,096","306,4","250,708","253,905","568,955","517,24","545,138","485,762","534,614","629,089","643,929","66,75","1,36"
"55,2","16,98","3663,18","603,394","408,311","99,135","173,829","250,225","248,434","248,456","295,096","306,4","254,883","248,104","539,301","530,471","570,471","460,043","488,429","576,468","590,108","66,75","1,36"
"55,2","16,98","3643,55","609,985","401,338","991,067","173,864","249,434","246,995","247,566","295,096","306,4","254,366","252,675","554,041","536,843","595,021","458,396","474,989","536,091","549,438","66,75","1,36"
"55,2","16,98","3577,54","602,631","406,113","990,784","173,898","250,236","247,368","250,499","295,096","306,4","244,775","248,346","554,441","546,753","612,202","470,897","458,718","517,771","473,684","66,75","1,36"
"55,2","16,98","3380,37","595,673","402,07","990,501","173,933","249,598","246,863","250,697","295,096","306,4","249,357","249,576","562,249","572,548","588,002","499,526","468,353","533,544","468,385","66,75","1,36"
"55,2","16,98","3373,93","606,842","409,585","990,219","173,967","249,39","253,136","250,488","295,096","306,4","256,652","252,905","566,102","592,602","585,141","550,801","483,471","529,876","467,947","66,75","1,36"
"55,2","16,98","3429,49","609,375","404,15","989,936","1,74","249,39","253,026","250,477","295,096","306,4","248,302","248,785","566,252","595,233","569,5","567,465","504,045","532,228","480,418","66,75","1,36"
"55,2","16,98","3461,33","601,99","401,294","989,653","1,74","249,412","247,214","250,28","295,096","306,4","244,611","249,994","551,413","595,208","564,559","595,838","538,414","558,912","498,184","66,75","1,36"
"55,2","16,98","3432,23","594,33","399,639","98,937","1,74","249,873","251,697","250,51","295,096","306,4","250,192","252,85","556,918","614,836","566,855","613,905","566,67","598,98","498,04","66,75","1,36"
"55,2","16,98","3442,77","603,149","395,317","989,087","1,74","250,719","249,598","250,917","295,096","306,4","256,926","247,994","526,664","607,581","540,739","625,331","596,638","561,936","516,057","66,75","1,36"
"55,2","16,98","3432,52","605,53","407,959","988,811","1,74","250,895","249,423","250,62","295,096","306,4","253,993","254,707","539,226","571,73","512,489","615,511","600,242","565,632","532,393","66,75","1,36"
"55,2","16,98","3449,9","606,506","399,551","988,658","1,74","250,302","249,829","248,906","295,096","306,4","253,883","251,301","544,606","564,505","521,723","589,906","619,741","565,296","586,629","66,75","1,36"
"55,2","16,98","3462,79","603,149","398,35","988,505","1,74","250,873","245,676","248,071","295,096","306,4","255,234","250,016","574,385","550,15","532,296","568,457","632,355","571,456","644,092","66,75","1,36"
"55,2","16,98","3461,43","605,011","396,768","988,352","1,74","249,862","246,335","248,192","295,096","306,4","245,49","249,412","570,306","553,663","548,423","563,007","634,171","615,5","640,226","66,75","1,36"
"55,2","16,98","3470,8","596,255","398,41","988,199","1,74","250,509","251,011","250,478","295,096","306,4","250,938","249,965","556,162","559,418","553,297","564,653","648,112","571,58","636,36","66,75","1,36"
"55,2","16,98","3472,66","595,093","397,852","988,046","1,74","250,928","252,686","250,269","295,096","306,4","255,542","252,686","558,545","566,97","558,44","553,12","633,95","544,38","617,97","66,75","1,36"
"55,2","16,98","3472,07","604,858","395,508","987,893","1,74","250,928","246,533","250,269","295,096","306,4","252,246","248,511","538,025","542,62","568,69","555,08","624,04","548,3","603,62","66,75","1,36"
"55,2","16,98","3459,28","596,313","399,902","98,774","1,74","250,269","252,466","250,049","295,096","306,4","248,511","248,73","542,529","557,34","560,59","556,64","617,43","537,1",581,"66,75","1,36"
"55,2","16,98","3427,25","596,313","399,902","987,587","1,74","250,269","252,466","250,049","295,096","306,4","248,511","248,73","542,529","557,34","560,59","556,64","617,43","537,1",581,"66,75","1,36"
"55,2","16,98","3247,07","603,027","401,074","987,434","1,74","250,708","248,95","251,807","295,096","306,4","246,973","253,345","523,511","539,79","558,97","579,69","613,02","547,18","552,86","66,75","1,36"
"55,2","16,98","166,235,335","604,858","394,629","987,281","1,74","251,587","250,928","252,026","295,096","306,4","245,215","248,95","546,033","559,61","557,36","563,28","605,86","552,22","541,27","66,75","1,36"
"55,2","16,98","776,367","609,741","402,246","987,128","1,74","251,807","253,345","250,269","295,096","306,4","253,564","249,609","554,041","523,93","550,34","536,33","584,38","563,42","571,62","66,75","1,36"
"55,2","16,98","1636,43","587,158","389,063","986,975","1,74","251,587","240,82","249,39","295,096","306,4","254,443","250,488","550,537","549,98","535,23","532,42","572,81","598,14","611,35","66,75","1,36"
"55,2","16,98","3233,2","593,872","405,469","986,822","1,74","251,807","243,237","248,071","295,096","306,4","245,654","252,686","557,043","563,57","540,09","554,3","561,8","561,18","555,07","66,75","1,36"
"55,2","16,98","3362,79","599,365","399,609","986,669","1,74","251,367","255,542","247,852","295,096","306,4","246,533","248,291","555,042","548,85","543,33",550,"572,26","542,14","541,83","66,75","1,36"
"55,2","16,98","3431,15","587,158","392,871","986,516","1,74","251,367","254,224","250,708","295,096","306,4","256,641","248,511","566,553","577,73","539,01","562,5","572,26","532,62","544,58","66,75","1,36"
"55,2","16,98","3498,93","594,482","401,66","986,363","1,74","251,807","257,52","251,147","295,096","306,4","248,95","250,488","550,537","560,18","556,82","559,37","571,71","571,82","550,65","66,75","1,36"
"55,2","16,98","3551,37","608,521","394,336","98,621","1,74","251,147","246,973","251,147","295,096","306,4","244,116","250,708","558,545","563,57","556,28","548,05","567,3","592,54","562,79","66,75","1,36"
"55,2","16,98","3521,39","593,872","399,023","986,057","1,74","251,367","251,807","250,928","295,096","306,4","251,367","249,39","551,038","562,44","543,33","548,44","568,96","572,94","594,79","66,75","1,36"
"55,2","16,98","3439,16","592,651","404,883","985,905","1,74","252,026","252,246","250,488","295,096","306,4","258,398","251,807","546,533","518,26","542,25","538,28",564,"573,5","592,04","66,75","1,36"
"55,2","16,98","3315,14","607,3","395,508","985,752","1,74","251,367","252,026","251,147","295,096","306,4","244,556","249,829","551,038","526,76","541,17","547,27","550,23","537,66","571,07","66,75","1,36"
"55,2","16,98","3174,51","607,3","395,508","985,599","1,74","252,246","253,784","249,39","295,096","306,4","251,587","248,95","528,015","534,12","522,29","556,64","537,01","532,62",533,"66,75","1,36"
"55,2","16,98","3073,34","613,403","394,629","985,446","1,74","251,807","250,708","248,291","295,096","306,4","257,959","248,511","542,029","550,55","547,1","544,92","537,01","525,9","519,76","66,75","1,36"
"55,2","16,98","3019,34","608,521","403,711","985,293","1,74","251,367","249,609","247,852","295,096","306,4","250,928","250,049","570,056","547,15","555,74","534,77","537,01","553,34","527,48","66,75","1,36"
"55,2","16,98","3013,38","598,145","403,418","98,514","1,74","251,587","246,973","251,367","295,096","306,4","243,237","253,125","554,041","544,88","572,46","524,61",526,"591,42",533,"66,75","1,36"
"55,2","16,98","2973,54","604,248","402,246","984,987","1,74","250,928","250,488","251,147","295,096","306,4","247,192","246,753","546,533","536,95","560,05","548,44","516,63","572,38","529,69","66,75","1,36"
"55,2","16,98","3023,54","604,858","392,578","984,834","174,069","251,367","250,269","250,488","295,096","306,4","254,663","252,466","535,522","572,07","576,24","537,5","511,12","546,62","528,58","66,75","1,36"
"55,2","16,98","2954,88","605,469","394,922","984,681","174,138","251,807","255,762","250,488","295,096","306,4","255,103","248,511","548,535","525,62","559,51","541,8",526,"543,26","529,69","66,75","1,36"
"55,2","16,98","3028,32","610,352","393,457","984,528","174,207","250,928","251,367","250,049","295,096","306,4","246,533","250,708","559,546","566,97","550,88","560,94","528,2","557,26","536,86","66,75","1,36"
"55,2","16,98","3085,55","601,807","396,094","984,375","174,275","252,686","255,981","250,488","295,096","306,4","247,412","250,269","546,533","539,79","547,1","565,23","516,63","551,1","539,07","66,75","1,36"
"55,2","16,98","3118,68","617,065","396,387","984,375","174,344","252,466","250,269","250,269","295,096","306,4","247,412","250,269","549,036","549,98","538,47","558,59","528,75","562,86","541,83","66,75","1,36"
"55,2","16,98","3187,5","599,365","394,043","984,375","174,413","252,026","244,116","248,95","295,096","306,4","248,511","253,345","551,038","568,11","533,08","537,11","535,91","549,42","550,65","66,75","1,36"
